admission_year,round,college_code,college_name,quota,closing_rank_air,seats_allotted_in_data
2026,Round 1,1362,PMC PARBHANI,SC SC,164383,7
2026,Round 1,1362,PMC PARBHANI,SC SC (W),160312,2
2026,Round 1,1362,PMC PARBHANI,SEBC EMSEBC (EMR),85620,8
2026,Round 1,1362,PMC PARBHANI,SEBC EMSEBCW (EMR),83154,2
2026,Round 1,1362,PMC PARBHANI,SEBC OPEN,82128,5
2026,Round 1,1362,PMC PARBHANI,SEBC OPEN (EMD),80859,8
2026,Round 1,1362,PMC PARBHANI,SEBC OPEN (W) (EMD),80581,2
2026,Round 1,1362,PMC PARBHANI,SEBC SEBC(W),85128,2
2026,Round 1,1362,PMC PARBHANI,SOBC I.Q.,230704,1
2026,Round 1,1362,PMC PARBHANI,SOBC OPEN (EMD),77835,1
2026,Round 1,1362,PMC PARBHANI,SOBC OPEN (W),78937,1
2026,Round 1,1362,PMC PARBHANI,ST ST,343701,4
2026,Round 1,1362,PMC PARBHANI,ST ST (W),338279,1
2026,Round 1,1362,PMC PARBHANI,VJA I.Q.,282515,1
2026,Round 1,1362,PMC PARBHANI,VJA VJA,100536,2
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,EWS I.Q.,169258,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,I.Q.,251396,14
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTB NTB,108322,2
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTC EMNTCW (EMR),66144,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTC NTC,66429,2
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTC OPEN (W) (EMD),53907,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTD EMNTD (EMR),62287,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTD OPEN,56401,3
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTD OPEN (EMD),49678,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,NTD OPEN (W),53606,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC EMOBC (EMR),61371,9
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC EMOBCW (EMR),60737,5
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC HA OPEN (EMD),54562,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC I.Q.,229873,6
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC OPEN,57909,9
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC OPEN (EMD),55099,7
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC OPEN (W),55491,4
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OBC OPEN (W) (EMD),53882,5
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OPEN,57890,14
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,OPEN (W),55016,8
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SC SC,148627,7
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SC SC (W),147177,3
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC EMSEBC (EMR),61209,9
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC EMSEBCW (EMR),65476,4
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC I.Q.,226858,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC OPEN,58082,9
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC OPEN (EMD),55670,8
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBC OPEN (W) (EMD),52697,4
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SEBCHA OPEN (EMD),53258,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,SOBC OPEN (EMD),51707,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,ST ST,332253,4
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,ST ST (W),329603,2
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,VJA VJA,83673,1
2026,Round 1,1365,RAMCHANDRA INST MC CH.SAMBHAJINAGAR,VJA VJA (W),67333,1
2026,Round 1,1371,GMC HINGOLI,D3 DEF3,76612,1
2026,Round 1,1371,GMC HINGOLI,EWS EWS,72026,4
2026,Round 1,1371,GMC HINGOLI,EWS EWS(W),71899,2
2026,Round 1,1371,GMC HINGOLI,EWS HA HEWS,82607,1
2026,Round 1,1371,GMC HINGOLI,EWS PWD PWD-OPEN PH,541263,1
2026,Round 1,1371,GMC HINGOLI,NTB NTB,44585,1
2026,Round 1,1371,GMC HINGOLI,NTB NTB(W),122399,1
2026,Round 1,1371,GMC HINGOLI,NTC D1 DEF1,106306,1
2026,Round 1,1371,GMC HINGOLI,NTC HA HNTC W,69718,1
2026,Round 1,1371,GMC HINGOLI,NTC NTC,57526,2
2026,Round 1,1371,GMC HINGOLI,NTD NTD,46547,1
2026,Round 1,1371,GMC HINGOLI,OBC D1 DEF1,102187,1
2026,Round 1,1371,GMC HINGOLI,OBC D2 DEF2,111652,1
2026,Round 1,1371,GMC HINGOLI,OBC HA OBC,51020,1
2026,Round 1,1371,GMC HINGOLI,OBC HA OBC(W),51344,1
2026,Round 1,1371,GMC HINGOLI,OBC OBC,51225,9
2026,Round 1,1371,GMC HINGOLI,OBC OBC(W),51447,4
2026,Round 1,1371,GMC HINGOLI,OBC PWD PWD-OBC PH,1094543,1
2026,Round 1,1371,GMC HINGOLI,OPEN,44504,11
2026,Round 1,1371,GMC HINGOLI,OPEN (W),44838,7
2026,Round 1,1371,GMC HINGOLI,SC SC,142874,7
2026,Round 1,1371,GMC HINGOLI,SC SC (W),141515,3
2026,Round 1,1371,GMC HINGOLI,SEBC SEBC,51102,5
2026,Round 1,1371,GMC HINGOLI,SEBC SEBC(W),50433,3
2026,Round 1,1371,GMC HINGOLI,SEBCD1 DEF1 W,102596,1
2026,Round 1,1371,GMC HINGOLI,SEBCHA HOPEN,47586,1
2026,Round 1,1371,GMC HINGOLI,SEBCHA SEBC,50768,1
2026,Round 1,1371,GMC HINGOLI,ST D1 ST,309593,1
2026,Round 1,1371,GMC HINGOLI,ST ST,311481,3
2026,Round 1,1371,GMC HINGOLI,ST ST (W),310195,2
2026,Round 1,1371,GMC HINGOLI,VJA VJA,79541,2
2026,Round 1,1371,GMC HINGOLI,VJA VJA (W),96236,1
2026,Round 1,1372,GMC JALNA,D1 DEF1,98889,1
2026,Round 1,1372,GMC JALNA,D2 DEF2,105226,1
2026,Round 1,1372,GMC JALNA,D3 DEF3,66205,1
2026,Round 1,1372,GMC JALNA,EWS EWS,63464,5
2026,Round 1,1372,GMC JALNA,EWS EWS(W),59106,3
2026,Round 1,1372,GMC JALNA,HA HOPEN,39517,1
2026,Round 1,1372,GMC JALNA,NTB NTB,98249,1
2026,Round 1,1372,GMC JALNA,NTB NTB(W),121966,1
2026,Round 1,1372,GMC JALNA,NTC D1 DEF1,100433,1
2026,Round 1,1372,GMC JALNA,NTC D1 DEF1 W,98878,1
2026,Round 1,1372,GMC JALNA,NTC NTC,57772,1
2026,Round 1,1372,GMC JALNA,NTC NTC(W),58142,1
2026,Round 1,1372,GMC JALNA,NTD NTD,43066,1
2026,Round 1,1372,GMC JALNA,NTD NTD(W),39329,1
2026,Round 1,1372,GMC JALNA,OBC HA HOBC,46176,1
2026,Round 1,1372,GMC JALNA,OBC OBC,46688,9
2026,Round 1,1372,GMC JALNA,OBC OBC(W),45891,5
2026,Round 1,1372,GMC JALNA,OBC PWD PWD-OBC PH,889415,1
2026,Round 1,1372,GMC JALNA,OPEN,37986,12
2026,Round 1,1372,GMC JALNA,OPEN (W),36832,6
2026,Round 1,1372,GMC JALNA,SC SC,137957,8
2026,Round 1,1372,GMC JALNA,SC SC (W),136080,3
2026,Round 1,1372,GMC JALNA,SEBC SEBC,46199,5
2026,Round 1,1372,GMC JALNA,SEBC SEBC(W),45594,2
2026,Round 1,1372,GMC JALNA,SEBCPWD PWD-OPEN (EMD),643526,1
2026,Round 1,1372,GMC JALNA,ST HA ST (W),298496,1
2026,Round 1,1372,GMC JALNA,ST ST,297204,4
2026,Round 1,1372,GMC JALNA,ST ST (W),298146,1
2026,Round 1,1372,GMC JALNA,VJA VJA,66203,2
2026,Round 1,1372,GMC JALNA,VJA VJA (W),66799,1
2026,Round 1,1373,GMC GADCHIROLI,D1 DEF1 W,109020,1
2026,Round 1,1373,GMC GADCHIROLI,D2 DEF2,116692,1
2026,Round 1,1373,GMC GADCHIROLI,D3 DEF3,79039,1
2026,Round 1,1373,GMC GADCHIROLI,EWS EWS,74455,6
2026,Round 1,1373,GMC GADCHIROLI,EWS EWS(W),74250,2
2026,Round 1,1373,GMC GADCHIROLI,NTB HA NTB(W),123330,1
2026,Round 1,1373,GMC GADCHIROLI,NTB NTB,105853,1
2026,Round 1,1373,GMC GADCHIROLI,NTC NTC,61430,2
2026,Round 1,1373,GMC GADCHIROLI,NTC NTC(W),63657,1
2026,Round 1,1373,GMC GADCHIROLI,NTD NTD,49390,1
2026,Round 1,1373,GMC GADCHIROLI,NTD NTD(W),50634,1
2026,Round 1,1373,GMC GADCHIROLI,OBC D1 DEF1,109209,1
2026,Round 1,1373,GMC GADCHIROLI,OBC HA HOPEN,50803,1
2026,Round 1,1373,GMC GADCHIROLI,OBC HA OBC,51912,1
2026,Round 1,1373,GMC GADCHIROLI,OBC OBC,52299,9
2026,Round 1,1373,GMC GADCHIROLI,OBC OBC(W),52023,5
2026,Round 1,1373,GMC GADCHIROLI,OBC PWD PEM OBC PH (EMR),1111044,1
2026,Round 1,1373,GMC GADCHIROLI,OBC PWD PWD-OPEN (EMD),773538,1
2026,Round 1,1373,GMC GADCHIROLI,OPEN,47413,12
2026,Round 1,1373,GMC GADCHIROLI,OPEN (W),46354,7
2026,Round 1,1373,GMC GADCHIROLI,SC ORP-C ORPHANC-SC Orphan-C SC,536027,1
2026,Round 1,1373,GMC GADCHIROLI,SC PWD PWD-SC PH,1151916,1
2026,Round 1,1373,GMC GADCHIROLI,SC SC,143965,6
2026,Round 1,1373,GMC GADCHIROLI,SC SC (W),143523,3
2026,Round 1,1373,GMC GADCHIROLI,SEBC SEBC,52002,4
2026,Round 1,1373,GMC GADCHIROLI,SEBC SEBC(W),56470,2
2026,Round 1,1373,GMC GADCHIROLI,SEBCD1HA DEF1,107960,1
2026,Round 1,1373,GMC GADCHIROLI,SEBCHA SEBC,52137,1
2026,Round 1,1373,GMC GADCHIROLI,SOBC OBC,51599,1
2026,Round 1,1373,GMC GADCHIROLI,ST HA HST,313025,1
2026,Round 1,1373,GMC GADCHIROLI,ST ST,313452,3
2026,Round 1,1373,GMC GADCHIROLI,ST ST (W),311553,2
2026,Round 1,1373,GMC GADCHIROLI,VJA VJA,82570,1
2026,Round 1,1373,GMC GADCHIROLI,VJA VJA (W),97530,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,EWS OPEN,85052,6
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,EWS OPEN (W),85019,6
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,HA I.Q.,305678,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,I.Q.,473421,8
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTB I.Q.,378698,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTB NTB,133469,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTB NTB(W),132025,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTC EMNTC (EMR),87617,2
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTC EMNTCW (EMR),87436,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTC HA OPEN (W) (EMD),83039,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTC OPEN,86090,4
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTC OPEN (EMD),85256,2
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTD EMNTD (EMR),86215,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTD I.Q.,370500,3
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTD OPEN,86150,7
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,NTD OPEN (EMD),71903,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC EMOBC (EMR),87488,9
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC EMOBCW (EMR),87315,4
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC I.Q.,467202,6
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC OPEN,86100,4
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC OPEN (EMD),85595,9
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC OPEN (W),85133,3
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OBC OPEN (W) (EMD),80730,4
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OPEN,85788,9
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,OPEN (W),85515,6
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SC I.Q.,438822,3
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SC SC,165480,7
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SC SC (W),163119,3
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC EMSEBC (EMR),88740,9
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC EMSEBCW (EMR),88089,2
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC I.Q.,468843,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC OPEN,85702,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC OPEN (EMD),85587,9
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC OPEN (W) (EMD),80615,2
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SEBC SEBC(W),88476,2
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SOBC EMOBC (EMR),86489,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SOBC HA OPEN (W),82305,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SOBC OPEN,85940,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,SOBC OPEN (EMD),83361,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,ST ST,346461,4
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,ST ST (W),340841,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,VJA VJA,101080,1
2026,Round 1,1377,BSP MC & HOSP CH.SAMBHAJINAGAR,VJA VJA (W),101266,1
2026,Round 1,2101,GDC MUMBAI,D2 DEF2,130609,1
2026,Round 1,2101,GDC MUMBAI,D3 DEF3,88673,1
2026,Round 1,2101,GDC MUMBAI,EWS EWS,104722,7
2026,Round 1,2101,GDC MUMBAI,EWS EWS(W),112284,3
2026,Round 1,2101,GDC MUMBAI,EWS HA OPEN,84543,1
2026,Round 1,2101,GDC MUMBAI,EWS OPEN,72364,1
2026,Round 1,2101,GDC MUMBAI,EWS PWD PWD-OPEN PH,634424,1
2026,Round 1,2101,GDC MUMBAI,MKB MKB W,150380,1
2026,Round 1,2101,GDC MUMBAI,NTB NTB,148202,2
2026,Round 1,2101,GDC MUMBAI,NTB NTB(W),136736,1
2026,Round 1,2101,GDC MUMBAI,NTC NTC,98187,3
2026,Round 1,2101,GDC MUMBAI,NTC NTC(W),88290,1
2026,Round 1,2101,GDC MUMBAI,NTD D1 DEF1 W,126794,1
2026,Round 1,2101,GDC MUMBAI,NTD NTD,96686,1
2026,Round 1,2101,GDC MUMBAI,NTD NTD(W),114960,1
2026,Round 1,2101,GDC MUMBAI,OBC D1 DEF1,126596,1
2026,Round 1,2101,GDC MUMBAI,OBC OBC,105930,12
2026,Round 1,2101,GDC MUMBAI,OBC OBC(W),99729,6
2026,Round 1,2101,GDC MUMBAI,OPEN,84971,14
2026,Round 1,2101,GDC MUMBAI,OPEN (W),70145,7
2026,Round 1,2101,GDC MUMBAI,PWD PWD-OPEN PH,1070968,1
2026,Round 1,2101,GDC MUMBAI,SC D2 SC,177679,1
2026,Round 1,2101,GDC MUMBAI,SC SC,196943,9
2026,Round 1,2101,GDC MUMBAI,SC SC (W),175655,4
2026,Round 1,2101,GDC MUMBAI,SEBC SEBC,102576,6
2026,Round 1,2101,GDC MUMBAI,SEBC SEBC(W),97508,3
2026,Round 1,2101,GDC MUMBAI,SEBCD1 DEF1,127555,1
2026,Round 1,2101,GDC MUMBAI,SEBCHA SEBC,103774,1
2026,Round 1,2101,GDC MUMBAI,ST ST,367071,4
2026,Round 1,2101,GDC MUMBAI,ST ST (W),361203,2
2026,Round 1,2101,GDC MUMBAI,VJA VJA,122319,2
2026,Round 1,2101,GDC MUMBAI,VJA VJA (W),112309,1
2026,Round 1,2102,Nair DC MUMBAI,D2 DEF2,157516,1
2026,Round 1,2102,Nair DC MUMBAI,EWS D1 DEF1,136549,1
2026,Round 1,2102,Nair DC MUMBAI,EWS EWS,91325,3
2026,Round 1,2102,Nair DC MUMBAI,EWS EWS(W),93176,2
2026,Round 1,2102,Nair DC MUMBAI,NTB NTB,162201,1
2026,Round 1,2102,Nair DC MUMBAI,NTB NTB(W),153218,1
2026,Round 1,2102,Nair DC MUMBAI,NTC NTC,100770,1
2026,Round 1,2102,Nair DC MUMBAI,NTC NTC(W),101606,1
2026,Round 1,2102,Nair DC MUMBAI,NTD NTD,90992,1
2026,Round 1,2102,Nair DC MUMBAI,NTD PWD PWD-OPEN PH,376969,1
2026,Round 1,2102,Nair DC MUMBAI,OBC D1 DEF1 W,126936,1
2026,Round 1,2102,Nair DC MUMBAI,OBC EMOBCW (EMR),86140,1
2026,Round 1,2102,Nair DC MUMBAI,OBC OBC,107554,7
2026,Round 1,2102,Nair DC MUMBAI,OBC OBC(W),98236,3
2026,Round 1,2102,Nair DC MUMBAI,OBC OPEN (W) (EMD),53758,1
2026,Round 1,2102,Nair DC MUMBAI,OPEN,70406,10
2026,Round 1,2102,Nair DC MUMBAI,OPEN (W),58385,3
2026,Round 1,2102,Nair DC MUMBAI,SC HA SC,205826,1
2026,Round 1,2102,Nair DC MUMBAI,SC SC,202881,5
2026,Round 1,2102,Nair DC MUMBAI,SC SC (W),199636,3
2026,Round 1,2102,Nair DC MUMBAI,SEBC SEBC,104091,4
2026,Round 1,2102,Nair DC MUMBAI,SEBC SEBC(W),99744,2
2026,Round 1,2102,Nair DC MUMBAI,SEBCHA SEBC,105068,1
2026,Round 1,2102,Nair DC MUMBAI,ST ORP-C ORPHANC OrphanC,925504,1
2026,Round 1,2102,Nair DC MUMBAI,ST ST,383574,3
2026,Round 1,2102,Nair DC MUMBAI,ST ST (W),383030,1
2026,Round 1,2102,Nair DC MUMBAI,VJA VJA,133413,1
2026,Round 1,2102,Nair DC MUMBAI,VJA VJA (W),124125,1
2026,Round 1,2104,V Patil DC SANGLI,EWS OPEN,200299,3
2026,Round 1,2104,V Patil DC SANGLI,HA OPEN,201120,1
2026,Round 1,2104,V Patil DC SANGLI,I.Q.,852095,3
2026,Round 1,2104,V Patil DC SANGLI,NTC EMNTC (EMR),220688,1
2026,Round 1,2104,V Patil DC SANGLI,NTC I.Q.,822861,1
2026,Round 1,2104,V Patil DC SANGLI,NTC OPEN (EMD),208511,1
2026,Round 1,2104,V Patil DC SANGLI,NTD OPEN,209402,1
2026,Round 1,2104,V Patil DC SANGLI,OBC EMOBC (EMR),250525,3
2026,Round 1,2104,V Patil DC SANGLI,OBC EMOBCW (EMR),224173,1
2026,Round 1,2104,V Patil DC SANGLI,OBC HA OPEN (EMD),194030,1
2026,Round 1,2104,V Patil DC SANGLI,OBC OPEN,194993,1
2026,Round 1,2104,V Patil DC SANGLI,OBC OPEN (EMD),191588,2
2026,Round 1,2104,V Patil DC SANGLI,OBC OPEN (W),172942,2
2026,Round 1,2104,V Patil DC SANGLI,OBC OPEN (W) (EMD),132494,1
2026,Round 1,2104,V Patil DC SANGLI,OPEN,211793,4
2026,Round 1,2104,V Patil DC SANGLI,OPEN (W),175872,3
2026,Round 1,2104,V Patil DC SANGLI,SC SC,290865,2
2026,Round 1,2104,V Patil DC SANGLI,SC SC (W),265817,1
2026,Round 1,2104,V Patil DC SANGLI,SEBC EMSEBC (EMR),214426,1
2026,Round 1,2104,V Patil DC SANGLI,SEBC I.Q.,831842,2
2026,Round 1,2104,V Patil DC SANGLI,SEBC OPEN (EMD),205724,1
2026,Round 1,2104,V Patil DC SANGLI,SEBC SEBC,227067,1
2026,Round 1,2104,V Patil DC SANGLI,SEBC SEBC(W),223566,1
2026,Round 1,2104,V Patil DC SANGLI,ST ST (W),507963,1
2026,Round 1,2104,V Patil DC SANGLI,VJA VJA,256291,1
2026,Round 1,2105,MGVM DC NASIK,EWS OPEN,222522,7
2026,Round 1,2105,MGVM DC NASIK,EWS OPEN (W),181996,3
2026,Round 1,2105,MGVM DC NASIK,I.Q.,905870,9
2026,Round 1,2105,MGVM DC NASIK,NTB NTB,280008,1
2026,Round 1,2105,MGVM DC NASIK,NTB NTB(W),313129,1
2026,Round 1,2105,MGVM DC NASIK,NTC NTC,227554,1
2026,Round 1,2105,MGVM DC NASIK,NTC OPEN,222731,2
2026,Round 1,2105,MGVM DC NASIK,NTD EMNTD (EMR),233266,1
2026,Round 1,2105,MGVM DC NASIK,NTD I.Q.,490081,1
2026,Round 1,2105,MGVM DC NASIK,NTD OPEN,222942,1
2026,Round 1,2105,MGVM DC NASIK,NTD OPEN (EMD),185110,1
2026,Round 1,2105,MGVM DC NASIK,NTD OPEN (W),144115,1
2026,Round 1,2105,MGVM DC NASIK,OBC EMOBC (EMR),239353,4
2026,Round 1,2105,MGVM DC NASIK,OBC EMOBCW (EMR),229525,1
2026,Round 1,2105,MGVM DC NASIK,OBC HA EMOBC (EMR),237423,1
2026,Round 1,2105,MGVM DC NASIK,OBC HA EMOBCW (EMR),234736,2
2026,Round 1,2105,MGVM DC NASIK,OBC I.Q.,962522,4
2026,Round 1,2105,MGVM DC NASIK,OBC OPEN,212518,2
2026,Round 1,2105,MGVM DC NASIK,OBC OPEN (EMD),209745,6
2026,Round 1,2105,MGVM DC NASIK,OBC OPEN (W),181333,2
2026,Round 1,2105,MGVM DC NASIK,OBC OPEN (W) (EMD),165238,3
2026,Round 1,2105,MGVM DC NASIK,OPEN,218673,12
2026,Round 1,2105,MGVM DC NASIK,OPEN (W),181625,4
2026,Round 1,2105,MGVM DC NASIK,SC EMSC (EMR),263794,1
2026,Round 1,2105,MGVM DC NASIK,SC HA SC,293232,1
2026,Round 1,2105,MGVM DC NASIK,SC OPEN (EMD),195647,1
2026,Round 1,2105,MGVM DC NASIK,SC SC,304735,3
2026,Round 1,2105,MGVM DC NASIK,SC SC (W),293198,2
2026,Round 1,2105,MGVM DC NASIK,SEBC EMSEBC (EMR),255013,2
2026,Round 1,2105,MGVM DC NASIK,SEBC EMSEBCW (EMR),247290,2
2026,Round 1,2105,MGVM DC NASIK,SEBC OPEN (EMD),180840,2
2026,Round 1,2105,MGVM DC NASIK,SEBC OPEN (W) (EMD),165861,2
2026,Round 1,2105,MGVM DC NASIK,SEBC SEBC,272183,4
2026,Round 1,2105,MGVM DC NASIK,SEBC SEBC(W),254259,1
2026,Round 1,2105,MGVM DC NASIK,SOBC EMOBC (EMR),229174,1
2026,Round 1,2105,MGVM DC NASIK,ST I.Q.,895795,1
2026,Round 1,2105,MGVM DC NASIK,ST ST,586742,2
2026,Round 1,2105,MGVM DC NASIK,ST ST (W),510959,1
2026,Round 1,2105,MGVM DC NASIK,VJA EMVJA (EMR),236859,1
2026,Round 1,2105,MGVM DC NASIK,VJA OPEN,207555,1
2026,Round 1,2105,MGVM DC NASIK,VJA OPEN (EMD),220513,1
2026,Round 1,2105,MGVM DC NASIK,VJA VJA (W),330356,1
2026,Round 1,2115,YMT DC NEW MUMBAI,EWS HA OPEN (W),142156,1
2026,Round 1,2115,YMT DC NEW MUMBAI,EWS I.Q.,661485,1
2026,Round 1,2115,YMT DC NEW MUMBAI,EWS OPEN,162349,7
2026,Round 1,2115,YMT DC NEW MUMBAI,EWS OPEN (W),147558,3
2026,Round 1,2115,YMT DC NEW MUMBAI,I.Q.,835374,11
2026,Round 1,2115,YMT DC NEW MUMBAI,NTB NTB(W),294652,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTC EMNTC (EMR),192780,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTC HA OPEN,160502,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTC NTC(W),171635,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTC OPEN (EMD),158916,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTD EMNTD (EMR),180794,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTD OPEN (EMD),156121,1
2026,Round 1,2115,YMT DC NEW MUMBAI,NTD OPEN (W),127920,1
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC EMOBC (EMR),176083,4
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC EMOBCW (EMR),174250,2
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC I.Q.,785799,2
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC OBC,179891,3
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC OBC(W),175164,1
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC OPEN,139307,1
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC OPEN (EMD),170398,4
2026,Round 1,2115,YMT DC NEW MUMBAI,OBC OPEN (W) (EMD),146105,2
2026,Round 1,2115,YMT DC NEW MUMBAI,OPEN,167187,18
2026,Round 1,2115,YMT DC NEW MUMBAI,OPEN (W),147413,7
2026,Round 1,2115,YMT DC NEW MUMBAI,SC I.Q.,834508,1
2026,Round 1,2115,YMT DC NEW MUMBAI,SC SC,260209,5
2026,Round 1,2115,YMT DC NEW MUMBAI,SC SC (W),246712,2
2026,Round 1,2115,YMT DC NEW MUMBAI,SEBC EMSEBC (EMR),217209,2
2026,Round 1,2115,YMT DC NEW MUMBAI,SEBC OPEN (EMD),162016,2
2026,Round 1,2115,YMT DC NEW MUMBAI,SEBC OPEN (W),139394,1
2026,Round 1,2115,YMT DC NEW MUMBAI,SEBC SEBC,223399,3
