admission_year,round,college_code,college_name,quota,closing_rank_air,seats_allotted_in_data
2026,Round 1,1110,BJMC PUNE,ST HA ST (W),100655,1
2026,Round 1,1110,BJMC PUNE,ST PWD PWD-ST PH,900605,1
2026,Round 1,1110,BJMC PUNE,ST ST,121725,10
2026,Round 1,1110,BJMC PUNE,ST ST (W),104569,3
2026,Round 1,1110,BJMC PUNE,VJA PWD PWD-VJA PH,819687,1
2026,Round 1,1110,BJMC PUNE,VJA VJA,11839,3
2026,Round 1,1110,BJMC PUNE,VJA VJA (W),15649,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,EWS OPEN,56201,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,I.Q.,309704,19
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTB HA NTB(W),123337,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTB NTB,101684,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTC EMNTC (EMR),60782,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTC HA NTC(W),57664,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTC OPEN (EMD),48809,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTD EMNTD (EMR),57674,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTD HA OPEN,51531,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTD NTD(W),57103,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTD OPEN,55523,5
2026,Round 1,1112,MIMER MC TALEGAON PUNE,NTD OPEN (EMD),51292,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC EMOBC (EMR),58479,7
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC EMOBCW (EMR),58190,4
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC HA EMOBC (EMR),58272,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC HA OPEN,56512,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC I.Q.,196614,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC OPEN,56572,3
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC OPEN (EMD),55786,10
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC OPEN (W),54130,4
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OBC OPEN (W) (EMD),53147,3
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OPEN,56972,25
2026,Round 1,1112,MIMER MC TALEGAON PUNE,OPEN (W),53443,12
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SC SC,137155,7
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SC SC (W),131810,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC EMSEBC (EMR),62833,7
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC EMSEBCW (EMR),60112,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC I.Q.,314082,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC OPEN (EMD),56694,7
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC OPEN (W),53224,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC OPEN (W) (EMD),53886,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC SEBC,63237,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBC SEBC(W),61672,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SEBCHA EMSEBCW (EMR),60899,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SOBC EMOBC (EMR),58268,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,SOBC OPEN (W) (EMD),52711,1
2026,Round 1,1112,MIMER MC TALEGAON PUNE,ST ST,323555,4
2026,Round 1,1112,MIMER MC TALEGAON PUNE,ST ST (W),328360,2
2026,Round 1,1112,MIMER MC TALEGAON PUNE,VJA VJA,89323,2
2026,Round 1,1114,V M MC SOLAPUR,D1 DEF1,36892,1
2026,Round 1,1114,V M MC SOLAPUR,D3 DEF3 W,41637,1
2026,Round 1,1114,V M MC SOLAPUR,EWS EWS,48324,11
2026,Round 1,1114,V M MC SOLAPUR,EWS EWS(W),42909,5
2026,Round 1,1114,V M MC SOLAPUR,EWS PWD HA PWD-EWS PH,888270,1
2026,Round 1,1114,V M MC SOLAPUR,MKB MKB,30293,1
2026,Round 1,1114,V M MC SOLAPUR,NTB NTB,67094,3
2026,Round 1,1114,V M MC SOLAPUR,NTB NTB(W),72337,1
2026,Round 1,1114,V M MC SOLAPUR,NTC D1 DEF1 W,25521,1
2026,Round 1,1114,V M MC SOLAPUR,NTC EMNTC (EMR),24985,1
2026,Round 1,1114,V M MC SOLAPUR,NTC NTC,33621,2
2026,Round 1,1114,V M MC SOLAPUR,NTC NTC(W),33471,2
2026,Round 1,1114,V M MC SOLAPUR,NTC OPEN (EMD),14315,1
2026,Round 1,1114,V M MC SOLAPUR,NTC PWD PWD-NTC PH,798687,1
2026,Round 1,1114,V M MC SOLAPUR,NTD EMNTD (EMR),21160,1
2026,Round 1,1114,V M MC SOLAPUR,NTD NTD,21738,1
2026,Round 1,1114,V M MC SOLAPUR,NTD NTD(W),22784,1
2026,Round 1,1114,V M MC SOLAPUR,NTD OPEN (EMD),17061,1
2026,Round 1,1114,V M MC SOLAPUR,OBC EMOBC (EMR),20379,1
2026,Round 1,1114,V M MC SOLAPUR,OBC EMOBCW (EMR),22375,1
2026,Round 1,1114,V M MC SOLAPUR,OBC HA HOBC,24506,1
2026,Round 1,1114,V M MC SOLAPUR,OBC OBC,26150,17
2026,Round 1,1114,V M MC SOLAPUR,OBC OBC(W),27364,9
2026,Round 1,1114,V M MC SOLAPUR,OBC OPEN (EMD),18366,1
2026,Round 1,1114,V M MC SOLAPUR,OBC OPEN (W) (EMD),13642,1
2026,Round 1,1114,V M MC SOLAPUR,OBC PWD PEM OBC PH (EMR),626727,1
2026,Round 1,1114,V M MC SOLAPUR,OBC PWD PWD-OPEN (EMD),282000,1
2026,Round 1,1114,V M MC SOLAPUR,OBC PWD PWD-OPEN PH,541139,1
2026,Round 1,1114,V M MC SOLAPUR,OPEN,18434,22
2026,Round 1,1114,V M MC SOLAPUR,OPEN (W),17858,12
2026,Round 1,1114,V M MC SOLAPUR,PWD PWD-OPEN PH,154919,1
2026,Round 1,1114,V M MC SOLAPUR,SC HA HSCW,116311,1
2026,Round 1,1114,V M MC SOLAPUR,SC ORP-C ORPHANC OrphanC,514669,1
2026,Round 1,1114,V M MC SOLAPUR,SC PWD PWD-SC PH,1114770,1
2026,Round 1,1114,V M MC SOLAPUR,SC SC,91521,14
2026,Round 1,1114,V M MC SOLAPUR,SC SC (W),88962,6
2026,Round 1,1114,V M MC SOLAPUR,SEBC EMSEBC (EMR),20241,2
2026,Round 1,1114,V M MC SOLAPUR,SEBC OPEN (EMD),17876,2
2026,Round 1,1114,V M MC SOLAPUR,SEBC SEBC,25538,9
2026,Round 1,1114,V M MC SOLAPUR,SEBC SEBC(W),22726,4
2026,Round 1,1114,V M MC SOLAPUR,SEBCD1 DEF1,42798,1
2026,Round 1,1114,V M MC SOLAPUR,SEBCHA HOPEN,24263,1
2026,Round 1,1114,V M MC SOLAPUR,SEBCHA HSEBC W,31985,1
2026,Round 1,1114,V M MC SOLAPUR,SEBCPWD PWD-SEBC PH,716059,1
2026,Round 1,1114,V M MC SOLAPUR,SOBC OBC,24689,2
2026,Round 1,1114,V M MC SOLAPUR,ST HA ST (W),223805,1
2026,Round 1,1114,V M MC SOLAPUR,ST ST,231418,7
2026,Round 1,1114,V M MC SOLAPUR,ST ST (W),241226,3
2026,Round 1,1114,V M MC SOLAPUR,VJA D2 DEF2,59286,1
2026,Round 1,1114,V M MC SOLAPUR,VJA HA HVJA,54121,1
2026,Round 1,1114,V M MC SOLAPUR,VJA VJA,43791,3
2026,Round 1,1114,V M MC SOLAPUR,VJA VJA (W),39049,1
2026,Round 1,1115,GMC MIRAJ,D1 DEF1,43932,1
2026,Round 1,1115,GMC MIRAJ,D3 DEF3,52350,1
2026,Round 1,1115,GMC MIRAJ,EWS D1 DEF1,48830,1
2026,Round 1,1115,GMC MIRAJ,EWS EWS,49884,11
2026,Round 1,1115,GMC MIRAJ,EWS EWS(W),49487,5
2026,Round 1,1115,GMC MIRAJ,EWS HA HEWS,48003,1
2026,Round 1,1115,GMC MIRAJ,HA HOPEN,20530,1
2026,Round 1,1115,GMC MIRAJ,MKB MKB,29858,1
2026,Round 1,1115,GMC MIRAJ,NTB HA HNTB,80766,1
2026,Round 1,1115,GMC MIRAJ,NTB NTB,38976,1
2026,Round 1,1115,GMC MIRAJ,NTB NTB(W),71143,1
2026,Round 1,1115,GMC MIRAJ,NTB PWD PWD-NTB PH,920534,1
2026,Round 1,1115,GMC MIRAJ,NTC NTC,35128,4
2026,Round 1,1115,GMC MIRAJ,NTC NTC(W),37593,2
2026,Round 1,1115,GMC MIRAJ,NTD D1 DEF1 W,44696,1
2026,Round 1,1115,GMC MIRAJ,NTD EMNTD (EMR),24427,1
2026,Round 1,1115,GMC MIRAJ,NTD NTD(W),26928,1
2026,Round 1,1115,GMC MIRAJ,NTD OPEN (EMD),20572,1
2026,Round 1,1115,GMC MIRAJ,NTD PWD PWD-NTD PH,867337,1
2026,Round 1,1115,GMC MIRAJ,OBC D2 DEF2 W,69181,1
2026,Round 1,1115,GMC MIRAJ,OBC EMOBC (EMR),26282,2
2026,Round 1,1115,GMC MIRAJ,OBC HA HOBC W,27697,1
2026,Round 1,1115,GMC MIRAJ,OBC HA OBC,28999,1
2026,Round 1,1115,GMC MIRAJ,OBC HA OBC(W),28493,2
2026,Round 1,1115,GMC MIRAJ,OBC HA OPEN (EMD),21354,1
2026,Round 1,1115,GMC MIRAJ,OBC OBC,30007,17
2026,Round 1,1115,GMC MIRAJ,OBC OBC(W),29550,7
2026,Round 1,1115,GMC MIRAJ,OBC PWD PEM OBC PH (EMR),610424,1
2026,Round 1,1115,GMC MIRAJ,OBC PWD PWD-OPEN (EMD),500593,1
2026,Round 1,1115,GMC MIRAJ,OPEN,21192,21
2026,Round 1,1115,GMC MIRAJ,OPEN (W),20400,14
2026,Round 1,1115,GMC MIRAJ,PWD PWD-OPEN PH,512148,2
2026,Round 1,1115,GMC MIRAJ,SC D1 SC,95292,1
2026,Round 1,1115,GMC MIRAJ,SC D1PWD PWD-SC PH,767521,1
2026,Round 1,1115,GMC MIRAJ,SC HA HSC,113669,1
2026,Round 1,1115,GMC MIRAJ,SC HAORP-C ORPHANC OrphanC,547396,1
2026,Round 1,1115,GMC MIRAJ,SC SC,99534,12
2026,Round 1,1115,GMC MIRAJ,SC SC (W),98518,7
2026,Round 1,1115,GMC MIRAJ,SEBC EMSEBC (EMR),25610,2
2026,Round 1,1115,GMC MIRAJ,SEBC OPEN (EMD),20684,2
2026,Round 1,1115,GMC MIRAJ,SEBC SEBC,27197,8
2026,Round 1,1115,GMC MIRAJ,SEBC SEBC(W),28813,4
2026,Round 1,1115,GMC MIRAJ,SEBCHA SEBC,26905,1
2026,Round 1,1115,GMC MIRAJ,SEBCHA SEBC(W),26798,1
2026,Round 1,1115,GMC MIRAJ,SEBCPWD PWD-SEBC PH,886337,1
2026,Round 1,1115,GMC MIRAJ,SOBC OBC,29360,1
2026,Round 1,1115,GMC MIRAJ,SOBC OPEN (EMD),17796,1
2026,Round 1,1115,GMC MIRAJ,ST ST,239173,8
2026,Round 1,1115,GMC MIRAJ,ST ST (W),229552,3
2026,Round 1,1115,GMC MIRAJ,VJA VJA,52360,3
2026,Round 1,1115,GMC MIRAJ,VJA VJA (W),64134,2
2026,Round 1,1118,V PAWAR MC NASIK,EWS OPEN (W),53673,1
2026,Round 1,1118,V PAWAR MC NASIK,HA OPEN,58387,1
2026,Round 1,1118,V PAWAR MC NASIK,I.Q.,509663,16
2026,Round 1,1118,V PAWAR MC NASIK,NTB HA NTB,100348,1
2026,Round 1,1118,V PAWAR MC NASIK,NTC HA NTC,63494,1
2026,Round 1,1118,V PAWAR MC NASIK,NTC NTC,63324,1
2026,Round 1,1118,V PAWAR MC NASIK,NTC NTC(W),65780,1
2026,Round 1,1118,V PAWAR MC NASIK,NTD EMNTD (EMR),62543,1
2026,Round 1,1118,V PAWAR MC NASIK,NTD HA OPEN (EMD),43210,1
2026,Round 1,1118,V PAWAR MC NASIK,NTD NTD(W),67432,1
2026,Round 1,1118,V PAWAR MC NASIK,NTD OPEN,60934,10
2026,Round 1,1118,V PAWAR MC NASIK,OBC EMOBC (EMR),64096,9
2026,Round 1,1118,V PAWAR MC NASIK,OBC EMOBCW (EMR),62648,3
2026,Round 1,1118,V PAWAR MC NASIK,OBC HA EMOBC (EMR),63438,1
2026,Round 1,1118,V PAWAR MC NASIK,OBC HA OPEN,61145,2
2026,Round 1,1118,V PAWAR MC NASIK,OBC HA OPEN (W),54723,2
2026,Round 1,1118,V PAWAR MC NASIK,OBC I.Q.,418063,3
2026,Round 1,1118,V PAWAR MC NASIK,OBC OPEN,61580,7
2026,Round 1,1118,V PAWAR MC NASIK,OBC OPEN (EMD),59631,10
2026,Round 1,1118,V PAWAR MC NASIK,OBC OPEN (W),57891,5
2026,Round 1,1118,V PAWAR MC NASIK,OBC OPEN (W) (EMD),52565,4
2026,Round 1,1118,V PAWAR MC NASIK,OPEN,61241,18
2026,Round 1,1118,V PAWAR MC NASIK,OPEN (W),58014,8
2026,Round 1,1118,V PAWAR MC NASIK,SC I.Q.,449753,1
2026,Round 1,1118,V PAWAR MC NASIK,SC SC,148343,7
2026,Round 1,1118,V PAWAR MC NASIK,SC SC (W),145632,3
2026,Round 1,1118,V PAWAR MC NASIK,SEBC EMSEBC (EMR),65871,3
2026,Round 1,1118,V PAWAR MC NASIK,SEBC EMSEBCW (EMR),63445,2
2026,Round 1,1118,V PAWAR MC NASIK,SEBC OPEN (EMD),60514,1
2026,Round 1,1118,V PAWAR MC NASIK,SEBC OPEN (W) (EMD),57032,2
2026,Round 1,1118,V PAWAR MC NASIK,SEBC SEBC,68141,5
2026,Round 1,1118,V PAWAR MC NASIK,SEBC SEBC(W),64648,2
2026,Round 1,1118,V PAWAR MC NASIK,SEBCHA OPEN (EMD),58952,2
2026,Round 1,1118,V PAWAR MC NASIK,SEBCHA SEBC,66562,1
2026,Round 1,1118,V PAWAR MC NASIK,SOBC EMOBCW (EMR),61712,1
2026,Round 1,1118,V PAWAR MC NASIK,SOBC HA OPEN,61104,1
2026,Round 1,1118,V PAWAR MC NASIK,SOBC I.Q.,366933,1
2026,Round 1,1118,V PAWAR MC NASIK,SOBC OPEN,60701,1
2026,Round 1,1118,V PAWAR MC NASIK,SOBC OPEN (W),57001,1
2026,Round 1,1118,V PAWAR MC NASIK,ST ST,316512,4
2026,Round 1,1118,V PAWAR MC NASIK,ST ST (W),314400,1
2026,Round 1,1118,V PAWAR MC NASIK,VJA I.Q.,329842,1
2026,Round 1,1118,V PAWAR MC NASIK,VJA VJA,90188,2
2026,Round 1,1118,V PAWAR MC NASIK,VJA VJA (W),99032,1
2026,Round 1,1119,B HIRE MC DHULE,D3 DEF3,60565,1
2026,Round 1,1119,B HIRE MC DHULE,EWS EWS,58967,8
2026,Round 1,1119,B HIRE MC DHULE,EWS EWS(W),56282,4
2026,Round 1,1119,B HIRE MC DHULE,EWS OPEN,24167,1
2026,Round 1,1119,B HIRE MC DHULE,MKB MKB,44392,1
2026,Round 1,1119,B HIRE MC DHULE,NTB HA NTB,73447,1
2026,Round 1,1119,B HIRE MC DHULE,NTB NTB,84920,1
2026,Round 1,1119,B HIRE MC DHULE,NTB NTB(W),78755,1
2026,Round 1,1119,B HIRE MC DHULE,NTC D1 DEF1,74803,1
2026,Round 1,1119,B HIRE MC DHULE,NTC D2 DEF2 W,82246,1
2026,Round 1,1119,B HIRE MC DHULE,NTC NTC,46236,3
2026,Round 1,1119,B HIRE MC DHULE,NTC NTC(W),43502,1
2026,Round 1,1119,B HIRE MC DHULE,NTD D1 DEF1 W,78606,1
2026,Round 1,1119,B HIRE MC DHULE,NTD HA NTD,32841,1
2026,Round 1,1119,B HIRE MC DHULE,NTD NTD,35633,1
2026,Round 1,1119,B HIRE MC DHULE,NTD NTD(W),36809,1
2026,Round 1,1119,B HIRE MC DHULE,OBC EMOBC (EMR),36964,6
2026,Round 1,1119,B HIRE MC DHULE,OBC EMOBCW (EMR),36502,2
2026,Round 1,1119,B HIRE MC DHULE,OBC HA EMOBC (EMR),35636,1
2026,Round 1,1119,B HIRE MC DHULE,OBC OBC,39634,9
2026,Round 1,1119,B HIRE MC DHULE,OBC OBC(W),39209,5
2026,Round 1,1119,B HIRE MC DHULE,OBC OPEN,28588,1
2026,Round 1,1119,B HIRE MC DHULE,OBC OPEN (EMD),31102,7
2026,Round 1,1119,B HIRE MC DHULE,OBC OPEN (W),27899,1
2026,Round 1,1119,B HIRE MC DHULE,OBC OPEN (W) (EMD),27884,2
2026,Round 1,1119,B HIRE MC DHULE,OBC PWD PEM OBC PH (EMR),971554,1
2026,Round 1,1119,B HIRE MC DHULE,OBC PWD PWD-OPEN (EMD),559991,1
2026,Round 1,1119,B HIRE MC DHULE,OBC PWD PWD-OPEN PH,775174,1
2026,Round 1,1119,B HIRE MC DHULE,OPEN,31157,11
2026,Round 1,1119,B HIRE MC DHULE,OPEN (W),30718,6
2026,Round 1,1119,B HIRE MC DHULE,SC HA HSC,120722,1
2026,Round 1,1119,B HIRE MC DHULE,SC PWD PWD-SC PH,1176248,1
2026,Round 1,1119,B HIRE MC DHULE,SC SC,120258,8
2026,Round 1,1119,B HIRE MC DHULE,SC SC (W),124283,5
2026,Round 1,1119,B HIRE MC DHULE,SEBC SEBC,38349,9
2026,Round 1,1119,B HIRE MC DHULE,SEBC SEBC(W),41010,3
2026,Round 1,1119,B HIRE MC DHULE,SEBCD1 DEF1,74289,1
2026,Round 1,1119,B HIRE MC DHULE,SEBCHA HOPENW,42383,1
2026,Round 1,1119,B HIRE MC DHULE,SEBCHA HSEBC,36346,1
2026,Round 1,1119,B HIRE MC DHULE,ST HA ST,253298,1
2026,Round 1,1119,B HIRE MC DHULE,ST ST,253583,5
2026,Round 1,1119,B HIRE MC DHULE,ST ST (W),276982,3
2026,Round 1,1119,B HIRE MC DHULE,VJA PWD PWD-VJA PH,1115520,1
2026,Round 1,1119,B HIRE MC DHULE,VJA VJA,61155,2
2026,Round 1,1119,B HIRE MC DHULE,VJA VJA (W),67040,1
2026,Round 1,1120,ACPM MC DHULE,EWS HA OPEN,73246,1
2026,Round 1,1120,ACPM MC DHULE,EWS OPEN (W),72567,1
2026,Round 1,1120,ACPM MC DHULE,I.Q.,322737,9
2026,Round 1,1120,ACPM MC DHULE,NTB NTB,128585,1
2026,Round 1,1120,ACPM MC DHULE,NTC EMNTC (EMR),73600,1
2026,Round 1,1120,ACPM MC DHULE,NTC NTC(W),74359,1
2026,Round 1,1120,ACPM MC DHULE,NTC OPEN (EMD),68429,1
2026,Round 1,1120,ACPM MC DHULE,NTD NTD,74629,1
2026,Round 1,1120,ACPM MC DHULE,NTD OPEN (W),73153,1
2026,Round 1,1120,ACPM MC DHULE,OBC EMOBC (EMR),76104,7
2026,Round 1,1120,ACPM MC DHULE,OBC EMOBCW (EMR),74370,1
2026,Round 1,1120,ACPM MC DHULE,OBC HA I.Q.,310354,1
2026,Round 1,1120,ACPM MC DHULE,OBC HA OPEN (EMD),61858,1
2026,Round 1,1120,ACPM MC DHULE,OBC HA OPEN (W) (EMD),67836,1
2026,Round 1,1120,ACPM MC DHULE,OBC I.Q.,348814,3
2026,Round 1,1120,ACPM MC DHULE,OBC OBC(W),74934,1
2026,Round 1,1120,ACPM MC DHULE,OBC OPEN,73440,5
2026,Round 1,1120,ACPM MC DHULE,OBC OPEN (EMD),70125,6
2026,Round 1,1120,ACPM MC DHULE,OBC OPEN (W) (EMD),64764,1
2026,Round 1,1120,ACPM MC DHULE,OPEN,73375,20
2026,Round 1,1120,ACPM MC DHULE,OPEN (W),72904,11
2026,Round 1,1120,ACPM MC DHULE,SC I.Q.,325097,1
2026,Round 1,1120,ACPM MC DHULE,SC SC,158908,5
2026,Round 1,1120,ACPM MC DHULE,SC SC (W),158132,2
2026,Round 1,1120,ACPM MC DHULE,SEBC EMSEBC (EMR),73983,2
2026,Round 1,1120,ACPM MC DHULE,SEBC EMSEBCW (EMR),79946,1
2026,Round 1,1120,ACPM MC DHULE,SEBC OPEN (EMD),69549,1
2026,Round 1,1120,ACPM MC DHULE,SEBC OPEN (W) (EMD),70988,1
2026,Round 1,1120,ACPM MC DHULE,SEBC SEBC,74993,4
2026,Round 1,1120,ACPM MC DHULE,SEBC SEBC(W),80294,1
2026,Round 1,1120,ACPM MC DHULE,SEBCHA OPEN (EMD),73435,1
2026,Round 1,1120,ACPM MC DHULE,SOBC EMOBCW (EMR),73755,1
2026,Round 1,1120,ACPM MC DHULE,SOBC I.Q.,354088,1
2026,Round 1,1120,ACPM MC DHULE,ST HA ST,323665,1
2026,Round 1,1120,ACPM MC DHULE,ST ST,323840,1
2026,Round 1,1120,ACPM MC DHULE,ST ST (W),337697,1
2026,Round 1,1120,ACPM MC DHULE,VJA VJA,99611,1
2026,Round 1,1132,GMC KOLHAPUR,D3 DEF3,15753,1
2026,Round 1,1132,GMC KOLHAPUR,EWS EWS,47523,8
2026,Round 1,1132,GMC KOLHAPUR,EWS EWS(W),47320,4
2026,Round 1,1132,GMC KOLHAPUR,EWS HA HEWS,45062,1
2026,Round 1,1132,GMC KOLHAPUR,HA OPEN (W),14054,1
2026,Round 1,1132,GMC KOLHAPUR,MKB MKB W,51019,1
2026,Round 1,1132,GMC KOLHAPUR,NTB NTB,69770,2
2026,Round 1,1132,GMC KOLHAPUR,NTB NTB(W),71257,1
2026,Round 1,1132,GMC KOLHAPUR,NTC NTC,32073,3
2026,Round 1,1132,GMC KOLHAPUR,NTC NTC(W),22773,1
2026,Round 1,1132,GMC KOLHAPUR,NTD NTD,21750,2
2026,Round 1,1132,GMC KOLHAPUR,NTD NTD(W),20198,1
2026,Round 1,1132,GMC KOLHAPUR,OBC D1 DEF1,39286,1
2026,Round 1,1132,GMC KOLHAPUR,OBC D2 DEF2,44533,1
2026,Round 1,1132,GMC KOLHAPUR,OBC EMOBC (EMR),22849,3
2026,Round 1,1132,GMC KOLHAPUR,OBC HA HOBC W,27421,1
2026,Round 1,1132,GMC KOLHAPUR,OBC HA OBC,23229,1
2026,Round 1,1132,GMC KOLHAPUR,OBC HA OPEN (EMD),16454,2
2026,Round 1,1132,GMC KOLHAPUR,OBC OBC,26204,12
2026,Round 1,1132,GMC KOLHAPUR,OBC OBC(W),23421,6
2026,Round 1,1132,GMC KOLHAPUR,OBC OPEN (EMD),11082,1
2026,Round 1,1132,GMC KOLHAPUR,OBC PWD PWD-OBC PH,617049,1
2026,Round 1,1132,GMC KOLHAPUR,OPEN,16694,15
2026,Round 1,1132,GMC KOLHAPUR,OPEN (W),15885,7
2026,Round 1,1132,GMC KOLHAPUR,PWD PWD-OPEN PH,561062,2
2026,Round 1,1132,GMC KOLHAPUR,SC D2 SC,87071,1
2026,Round 1,1132,GMC KOLHAPUR,SC PWD PWD-SC PH,1143656,1
2026,Round 1,1132,GMC KOLHAPUR,SC SC,90473,9
2026,Round 1,1132,GMC KOLHAPUR,SC SC (W),82038,5
2026,Round 1,1132,GMC KOLHAPUR,SEBC EMSEBC (EMR),17869,1
2026,Round 1,1132,GMC KOLHAPUR,SEBC EMSEBCW (EMR),18518,1
2026,Round 1,1132,GMC KOLHAPUR,SEBC OPEN (EMD),16723,1
2026,Round 1,1132,GMC KOLHAPUR,SEBC OPEN (W) (EMD),10022,1
2026,Round 1,1132,GMC KOLHAPUR,SEBC SEBC,23562,5
2026,Round 1,1132,GMC KOLHAPUR,SEBC SEBC(W),21112,3
2026,Round 1,1132,GMC KOLHAPUR,SEBCD1 DEF1,39327,1
2026,Round 1,1132,GMC KOLHAPUR,SEBCD1 DEF1 W,44717,1
2026,Round 1,1132,GMC KOLHAPUR,SEBCHA HOPEN,8225,1
2026,Round 1,1132,GMC KOLHAPUR,SEBCHA SEBC,21099,1
2026,Round 1,1132,GMC KOLHAPUR,SEBCORP-C ORPHANC OrphanC,346399,1
2026,Round 1,1132,GMC KOLHAPUR,SEBCPWD PWD-SEBC PH,966627,1
2026,Round 1,1132,GMC KOLHAPUR,ST HA HST,197404,1
2026,Round 1,1132,GMC KOLHAPUR,ST ST,226380,4
2026,Round 1,1132,GMC KOLHAPUR,ST ST (W),241735,3
2026,Round 1,1132,GMC KOLHAPUR,VJA VJA,47068,3
2026,Round 1,1132,GMC KOLHAPUR,VJA VJA (W),54137,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,D1 I.Q.,593916,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,EWS I.Q.,563441,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,HA OPEN,68993,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,HA OPEN (W),62068,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,I.Q.,619440,16
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTB NTB,125120,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTB NTB(W),128370,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTC EMNTC (EMR),70050,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTC HA OPEN,69008,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTC OPEN,69128,6
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTC OPEN (EMD),66012,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTC OPEN (W),66003,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTD EMNTD (EMR),69825,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTD I.Q.,584746,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTD OPEN,68854,11
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTD OPEN (EMD),59937,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,NTD OPEN (W),62191,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC EMOBC (EMR),71340,9
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC EMOBCW (EMR),70667,4
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC HA OPEN,68183,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC HA OPEN (EMD),67004,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC HA OPEN (W),66927,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC I.Q.,614288,3
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC OPEN,69203,5
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC OPEN (EMD),67790,10
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC OPEN (W),66152,5
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OBC OPEN (W) (EMD),61723,3
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OPEN,68926,9
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,OPEN (W),66888,5
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,SC HA SC,146228,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,SC I.Q.,529467,1
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,SC SC,151424,6
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,SC SC (W),138350,2
2026,Round 1,1137,ASHWINI MED.COL SOLAPUR,SEBC EMSEBC (EMR),71616,3
